20/01/2017 01:17:24 p. m.,192.168.25.203,E20041448505021123202585,47.2,0
20/01/2017 01:17:24 p. m.,192.168.25.203,E2004080771200861430850C,47.2,0
20/01/2017 01:17:24 p. m.,192.168.25.203,E20040007711011121403902,48.8,0
20/01/2017 01:17:25 p. m.,192.168.25.203,E200412517190059167069AB,47.2,0
20/01/2017 01:17:25 p. m.,192.168.25.203,E2004125171602020660D136,48,0
20/01/2017 01:17:27 p. m.,192.168.25.203,E20030840801014914408574,51.2,0
20/01/2017 01:17:27 p. m.,192.168.25.203,E2004134690700971250993D,40.8,0
20/01/2017 01:17:36 p. m.,192.168.25.203,E2004125171601910800C4B4,39.2,0
20/01/2017 01:17:37 p. m.,192.168.25.203,01590200000000000000199B,42.4,0
20/01/2017 01:17:40 p. m.,192.168.25.203,000123000000000000000067,44.8,0
